ICD_CODE	ICD_NAME	IS_CURRENT_ICD	IP_USAGE	OP_USAGE	AVG_USAGE	IS_NEC	SNOMED_CID	SNOMED_FSN	IS_1-1MAP	CORE_USAGE	IN_CORE
362.30	Retinal vascular occlusion, unspecified	1	0.0016	0.00284	0.00222	0	73757007	Retinal vascular occlusion (disorder)	1	NULL	0
519.4	Disorders of diaphragm	1	0.00177	0.00267	0.00222	0	48475001	Disorder of diaphragm (disorder)	1	0.0003	1
250.11	Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled	1	0.00389	0.00054	0.002215	0	420270002	Ketoacidosis due to type 1 diabetes mellitus (disorder)	1	0.0015	1
304.11	Sedative, hypnotic or anxiolytic dependence, continuous	1	0.00311	0.00131	0.00221	0	191825003	Hypnotic or anxiolytic dependence, continuous (disorder)	1	NULL	0
354.3	Lesion of radial nerve	1	0.0029	0.00152	0.00221	0	193137006	Lesion of radial nerve (disorder)	1	0.0003	1
933.0	Foreign body in pharynx	1	0.00195	0.00246	0.002205	0	25479004	Foreign body in pharynx (disorder)	1	0.0124	1
453.6	Venous embolism and thrombosis of superficial vessels of lower extremity	1	0.0026	0.00181	0.002205	0	429434005	Thrombosis of superficial vein of lower limb (disorder)	1	NULL	0
945.22	Blisters, epidermal loss [second degree] of foot	1	0.00208	0.00232	0.0022	0	62537000	Partial thickness burn of foot (disorder)	1	NULL	0
348.2	Benign intracranial hypertension	1	0.00281	0.00159	0.0022	0	68267002	Benign intracranial hypertension (disorder)	1	0.0018	1
923.9	Contusion of unspecified part of upper limb	1	0.00069	0.0037	0.002195	0	68142008	Contusion of upper limb (disorder)	1	0.0009	1
094.0	Tabes dorsalis	1	0.00298	0.00141	0.002195	0	315826004	Tabetic neurosyphilis (disorder)	1	NULL	0
440.32	Atherosclerosis of nonautologous biological bypass graft of the extremities	1	0.00363	0.00075	0.00219	0	442701004	Atherosclerosis of nonautologous biological bypass graft of limb (disorder)	1	NULL	0
801.20	Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness	1	0.0042	0.00017	0.002185	0	111601003	Intracranial hemorrhage co-occurrent and due to closed fracture of base of skull (disorder)	1	NULL	0
211.5	Benign neoplasm of liver and biliary passages	1	0.00277	0.0016	0.002185	0	271527007	Benign neoplasm of liver and/or biliary ducts (disorder)	1	NULL	0
823.81	Closed fracture of unspecified part of fibula alone	1	0.00143	0.00293	0.00218	0	447395005	Closed fracture of fibula (disorder)	1	0.0036	1
424.2	Tricuspid valve disorders, specified as nonrheumatic	1	0.00099	0.00336	0.002175	0	194989009	Tricuspid valve disorder, non-rheumatic (disorder)	1	NULL	0
996.54	Mechanical complication due to breast prosthesis	1	0.00221	0.00214	0.002175	0	45945004	Mechanical complication due to breast prosthesis (disorder)	1	0.0016	1
272.5	Lipoprotein deficiencies	1	NULL	0.00434	0.00217	0	267436001	Lipoprotein deficiency disorder (disorder)	1	NULL	0
646.63	Infections of genitourinary tract in pregnancy, antepartum condition or complication	1	0.00216	0.00218	0.00217	0	199108000	Genitourinary tract infection in pregnancy - not delivered (disorder)	1	NULL	0
571.40	Chronic hepatitis, unspecified	1	9E-05	0.00424	0.002165	0	76783007	Chronic hepatitis (disorder)	1	0.0039	1
610.2	Fibroadenosis of breast	1	4E-05	0.00429	0.002165	0	23260002	Fibroadenosis of breast (disorder)	1	0.0069	1
180.0	Malignant neoplasm of endocervix	1	0.00169	0.00263	0.00216	0	372097009	Malignant neoplasm of endocervix (disorder)	1	NULL	0
349.0	Reaction to spinal or lumbar puncture	1	0.00281	0.0015	0.002155	0	40287006	Reaction to lumbar puncture (disorder)	1	NULL	0
317	Mild intellectual disabilities	1	0.00043	0.00387	0.00215	0	86765009	Mild intellectual disability (disorder)	1	0.0049	1
426.4	Right bundle branch block	1	0.00035	0.00394	0.002145	0	59118001	Right bundle branch block (disorder)	1	0.0157	1
787.21	Dysphagia, oral phase	1	0.00043	0.00385	0.00214	0	429975007	Oral phase dysphagia (disorder)	1	0.0016	1
379.93	Redness or discharge of eye	1	NULL	0.00427	0.002135	0	246679005	Discharge from eye (finding)	1	NULL	0
879.9	Open wound(s) (multiple) of unspecified site(s), complicated	1	4E-05	0.00422	0.00213	0	48422000	Open wound with complication (disorder)	1	NULL	0
556.5	Left-sided ulcerative (chronic) colitis	1	0.00264	0.00162	0.00213	0	445243001	Left sided ulcerative colitis (disorder)	1	0.0006	1
434.10	Cerebral embolism without mention of cerebral infarction	1	0.00273	0.00152	0.002125	0	75543006	Cerebral embolism (disorder)	1	0.0056	1
844.2	Sprain of cruciate ligament of knee	1	0.00164	0.00261	0.002125	0	60058008	Sprain of cruciate ligament of knee (disorder)	1	NULL	0
441.00	Dissection of aorta, unspecified site	1	0.00212	0.00211	0.002115	0	308546005	Dissection of aorta (disorder)	1	0.0012	1
608.83	Vascular disorders of male genital organs	1	0.00329	0.00094	0.002115	0	198057005	Male genital organ vascular diseases (disorder)	1	NULL	0
381.4	Nonsuppurative otitis media, not specified as acute or chronic	1	0.0003	0.00392	0.00211	0	275481002	Non-suppurative otitis media (disorder)	1	0.0005	1
270.6	Disorders of urea cycle metabolism	1	0.00273	0.00148	0.002105	0	36444000	Disorder of the urea cycle metabolism (disorder)	1	NULL	0
035	Erysipelas	1	0.00368	0.00052	0.0021	0	44653001	Erysipelas (disorder)	1	0.0004	1
305.60	Cocaine abuse, unspecified	1	0.00199	0.0022	0.002095	0	191916008	Nondependent cocaine abuse (disorder)	1	NULL	0
337.01	Carotid sinus syndrome	1	0.00346	0.00073	0.002095	0	51723007	Carotid sinus syncope (disorder)	1	NULL	0
562.02	Diverticulosis of small intestine with hemorrhage	1	0.00407	0.00012	0.002095	0	40271000119102	Hemorrhage of small intestine co-occurrent and due to diverticulosis (disorder)	1	NULL	0
532.10	Acute duodenal ulcer with perforation, without mention of obstruction	1	0.00402	0.00016	0.00209	0	22511002	Acute duodenal ulcer with perforation but without obstruction (disorder)	1	NULL	0
648.03	Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication	1	0.00221	0.00197	0.00209	0	199227004	Diabetes mellitus during pregnancy - baby not yet delivered (disorder)	1	0.0005	1
813.43	Closed fracture of distal end of ulna (alone)	1	0.00147	0.0027	0.002085	0	50397009	Closed fracture of distal end of ulna (disorder)	1	0.0007	1
377.41	Ischemic optic neuropathy	1	0.00091	0.00326	0.002085	0	14357004	Ischemic optic neuropathy (disorder)	1	0.0019	1
255.0	Cushing's syndrome	1	0.00099	0.00317	0.00208	0	47270006	Hypercortisolism (disorder)	1	0.0014	1
746.85	Coronary artery anomaly	1	0.00104	0.00312	0.00208	0	28574005	Congenital anomaly of coronary artery (disorder)	1	NULL	0
574.21	Calculus of gallbladder without mention of cholecystitis, with obstruction	1	0.00363	0.00052	0.002075	0	77528005	Cholelithiasis with obstruction (disorder)	1	NULL	0
245.9	Thyroiditis, unspecified	1	0.00043	0.00371	0.00207	0	82119001	Thyroiditis (disorder)	1	0.0094	1
223.3	Benign neoplasm of bladder	1	0.00186	0.00227	0.002065	0	91992005	Benign neoplasm of bladder (disorder)	1	NULL	0
536.9	Unspecified functional disorder of stomach	1	0.0019	0.00223	0.002065	0	386211005	Disorder of function of stomach (disorder)	1	0.0008	1
788.62	Slowing of urinary stream	1	NULL	0.00413	0.002065	0	84471002	Slowing of urinary stream (finding)	1	0.0005	1
753.13	Polycystic kidney, autosomal dominant	1	0.00324	0.00087	0.002055	0	765330003	Autosomal dominant polycystic kidney disease (disorder)	1	0.0027	1
216.1	Benign neoplasm of eyelid, including canthus	1	NULL	0.00411	0.002055	0	231824001	Benign tumor of eyelid (disorder)	1	0.0039	1
212.3	Benign neoplasm of bronchus and lung	1	0.00212	0.00199	0.002055	0	271473006	Benign neoplasm of bronchus and lung (disorder)	1	NULL	0
372.40	Pterygium, unspecified	1	9E-05	0.00401	0.00205	0	77489003	Pterygium (disorder)	1	0.0138	1
405.91	Unspecified renovascular hypertension	1	0.00216	0.00194	0.00205	0	123799005	Renovascular hypertension (disorder)	1	0.0027	1
831.04	Closed dislocation of acromioclavicular (joint)	1	0.00091	0.00319	0.00205	0	208759001	Closed traumatic dislocation acromioclavicular joint (disorder)	1	0.0014	1
200.00	Reticulosarcoma, unspecified site, extranodal and solid organ sites	1	0.00039	0.0037	0.002045	0	373168002	Reticulosarcoma (disorder)	1	0.0065	1
529.0	Glossitis	1	0.00074	0.00335	0.002045	0	45534005	Glossitis (disorder)	1	0.0007	1
482.40	Pneumonia due to Staphylococcus, unspecified	1	0.00389	0.00019	0.00204	0	22754005	Staphylococcal pneumonia (disorder)	1	0.0051	1
916.4	Insect bite, nonvenomous, of hip, thigh, leg, and ankle, without mention of infection	1	NULL	0.00408	0.00204	0	8975004	Nonvenomous insect bite of thigh without infection (disorder)	1	NULL	0
218.2	Subserous leiomyoma of uterus	1	0.00355	0.00051	0.00203	0	95280005	Subserous leiomyoma of uterus (disorder)	1	0.0082	1
721.41	Spondylosis with myelopathy, thoracic region	1	0.0035	0.00056	0.00203	0	10948005	Thoracic spondylosis with myelopathy (disorder)	1	NULL	0
711.03	Pyogenic arthritis, forearm	1	0.00398	7E-05	0.002025	0	239778009	Wrist pyogenic arthritis (disorder)	1	NULL	0
571.3	Alcoholic liver damage, unspecified	1	0.00264	0.00141	0.002025	0	41309000	Alcoholic liver damage (disorder)	1	0.0057	1
823.32	Open fracture of shaft of fibula with tibia	1	0.00389	0.00016	0.002025	0	208632002	Open fracture of tibia and fibula, shaft (disorder)	1	NULL	0
214.3	Lipoma of intra-abdominal organs	1	0.0029	0.00115	0.002025	0	93157006	Lipoma of intra-abdominal organs (disorder)	1	NULL	0
368.12	Transient visual loss	1	0.00182	0.00223	0.002025	0	36994005	Transient visual loss (disorder)	1	NULL	0
873.41	Open wound of cheek, without mention of complication	1	0.00048	0.00357	0.002025	0	62104005	Open wound of cheek without complication (disorder)	1	NULL	0
877.1	Open wound of buttock, complicated	1	0.00026	0.00378	0.00202	0	91325009	Open wound of buttock with complication (disorder)	1	NULL	0
191.4	Malignant neoplasm of occipital lobe	1	0.00324	0.0008	0.00202	0	363470000	Malignant neoplasm of occipital lobe (disorder)	1	NULL	0
145.0	Malignant neoplasm of cheek mucosa	1	0.00203	0.002	0.002015	0	363386008	Malignant tumor of buccal mucosa (disorder)	1	NULL	0
812.02	Closed fracture of anatomical neck of humerus	1	0.00286	0.00117	0.002015	0	208241000	Closed fracture of proximal humerus, anatomical neck (disorder)	1	0.0005	1
735.2	Hallux rigidus	1	0.00039	0.00364	0.002015	0	6654000	Acquired hallux rigidus (disorder)	1	0.0019	1
348.4	Compression of brain	1	0.0029	0.00112	0.00201	0	46963008	Compression of brain (disorder)	1	NULL	0
386.2	Vertigo of central origin	1	0.00125	0.00277	0.00201	0	38403006	Vertigo of central origin (disorder)	1	NULL	0
381.10	Chronic serous otitis media, simple or unspecified	1	NULL	0.00401	0.002005	0	81564005	Chronic serous otitis media (disorder)	1	0.0094	1
587	Renal sclerosis, unspecified	1	0.00035	0.00366	0.002005	0	32916005	Nephrosclerosis (disorder)	1	0.0007	1
510.0	Empyema with fistula	1	0.00372	0.00028	0.002	0	271503005	Pleural empyema with fistula (disorder)	1	NULL	0
650	Normal delivery	1	0.00398	2E-05	0.002	0	48782003	Delivery normal (finding)	1	0.2568	1
362.31	Central retinal artery occlusion	1	0.00212	0.00188	0.002	0	38742007	Central retinal artery occlusion (disorder)	1	0.0009	1
333.72	Acute dystonia due to drugs	1	0.00229	0.00167	0.00198	0	230316009	Drug-induced acute dystonia (disorder)	1	NULL	0
807.08	Closed fracture of eight or more ribs	1	0.00368	0.00028	0.00198	0	90863004	Closed fracture of eight OR more ribs (disorder)	1	NULL	0
894.1	Multiple and unspecified open wound of lower limb, complicated	1	0.00043	0.00352	0.001975	0	698491009	Multiple open wounds of lower limb with complication (disorder)	1	NULL	0
147.9	Malignant neoplasm of nasopharynx, unspecified site	1	0.00112	0.00282	0.00197	0	187692001	Malignant tumor of nasopharynx (disorder)	1	0.0098	1
212.6	Benign neoplasm of thymus	1	0.00273	0.0012	0.001965	0	92437008	Benign neoplasm of thymus (disorder)	1	NULL	0
299.00	Autistic disorder, current or active state	1	0.00069	0.00323	0.00196	0	191689008	Active infantile autism (disorder)	1	0.0008	1
373.13	Abscess of eyelid	1	0.00242	0.0015	0.00196	0	76126009	Abscess of eyelid (disorder)	1	NULL	0
701.4	Keloid scar	1	0.00043	0.00349	0.00196	0	33659008	Keloid scar (disorder)	1	0.0123	1
442.81	Aneurysm of artery of neck	1	0.00294	0.00098	0.00196	0	3827008	Aneurysm of artery of neck (disorder)	1	NULL	0
195.2	Malignant neoplasm of abdomen	1	0.00286	0.00105	0.001955	0	188366002	Malignant neoplasm of abdomen (disorder)	1	NULL	0
360.00	Purulent endophthalmitis, unspecified	1	0.00104	0.00286	0.00195	0	41720003	Purulent endophthalmitis (disorder)	1	NULL	0
604.0	Orchitis, epididymitis, and epididymo-orchitis, with abscess	1	0.00346	0.00044	0.00195	0	27141002	Epididymo-orchitis with abscess (disorder)	1	NULL	0
365.20	Primary angle-closure glaucoma, unspecified	1	9E-05	0.0038	0.001945	0	392288006	Primary angle-closure glaucoma (disorder)	1	0.0009	1
377.10	Optic atrophy, unspecified	1	4E-05	0.00384	0.00194	0	76976005	Optic atrophy (disorder)	1	0.0034	1
389.20	Mixed hearing loss, unspecified	1	NULL	0.00387	0.001935	0	77507001	Mixed conductive AND sensorineural hearing loss (disorder)	1	0.0135	1
228.01	Hemangioma of skin and subcutaneous tissue	1	9E-05	0.00378	0.001935	0	271481007	Hemangioma of skin and subcutaneous tissue (disorder)	1	0.0012	1
V01.6	Contact with or exposure to venereal diseases	1	NULL	0.00387	0.001935	0	444451006	Exposure to sexually transmissible disorder (event)	1	NULL	0
599.81	Urethral hypermobility	1	0.00316	0.00071	0.001935	0	37731000119108	Urethral hypermobility (disorder)	1	NULL	0
717.40	Derangement of lateral meniscus, unspecified	1	0.00048	0.00336	0.00192	0	21333004	Derangement of lateral meniscus (disorder)	1	0.001	1
938	Foreign body in digestive system, unspecified	1	0.00082	0.00302	0.00192	0	33334006	Foreign body in digestive tract (disorder)	1	0.0005	1
967.0	Poisoning by barbiturates	1	0.00368	0.00016	0.00192	0	44003006	Poisoning caused by barbiturate (disorder)	1	NULL	0
202.40	Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites	1	0.00065	0.00319	0.00192	0	93152000	Leukemic reticuloendotheliosis of extranodal AND/OR solid organ site (disorder)	1	NULL	0
143.1	Malignant neoplasm of lower gum	1	0.00251	0.00131	0.00191	0	363384006	Malignant tumor of lower gingiva (disorder)	1	NULL	0
873.63	Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication	1	0.00013	0.00368	0.001905	0	42744004	Broken tooth without complication (disorder)	1	NULL	0
911.4	Insect bite, nonvenomous of trunk, without mention of infection	1	4E-05	0.00377	0.001905	0	73405008	Nonvenomous insect bite of trunk without infection (disorder)	1	NULL	0
082.40	Ehrlichiosis, unspecified	1	0.00359	0.00021	0.0019	0	240626005	Human ehrlichiosis (disorder)	1	NULL	0
530.9	Unspecified disorder of esophagus	1	0.00091	0.00288	0.001895	0	37657006	Disorder of esophagus (disorder)	1	0.0017	1
824.7	Trimalleolar fracture, open	1	0.00372	7E-05	0.001895	0	90338005	Open trimalleolar fracture (disorder)	1	NULL	0
374.00	Entropion, unspecified	1	NULL	0.00378	0.00189	0	33168009	Entropion of eyelid (disorder)	1	0.0024	1
404.00	Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified	1	0.00281	0.00096	0.001885	0	66610008	Malignant hypertensive heart AND renal disease (disorder)	1	NULL	0
383.1	Chronic mastoiditis	1	0.00143	0.00234	0.001885	0	80645004	Chronic mastoiditis (disorder)	1	0.0013	1
232.6	Carcinoma in situ of skin of upper limb, including shoulder	1	4E-05	0.00373	0.001885	0	92741006	Carcinoma in situ of skin of shoulder (disorder)	1	NULL	0
359.1	Hereditary progressive muscular dystrophy	1	0.00052	0.00324	0.00188	0	193225000	Hereditary progressive muscular dystrophy (disorder)	1	NULL	0
806.00	Closed fracture of C1-C4 level with unspecified spinal cord injury	1	0.00298	0.00078	0.00188	0	8840000	Closed fracture of C1-C4 level with spinal cord injury (disorder)	1	NULL	0
814.01	Closed fracture of navicular [scaphoid] bone of wrist	1	0.00065	0.0031	0.001875	0	42818005	Closed fracture of navicular bone of wrist (disorder)	1	0.0027	1
378.51	Third or oculomotor nerve palsy, partial	1	0.00255	0.0012	0.001875	0	194118007	Partial oculomotor nerve palsy (disorder)	1	0.0011	1
307.50	Eating disorder, unspecified	1	0.00043	0.00331	0.00187	0	72366004	Eating disorder (disorder)	1	0.0178	1
288.61	Lymphocytosis (symptomatic)	1	0.00017	0.00356	0.001865	0	67023009	Lymphocytosis (disorder)	1	0.0025	1
434.00	Cerebral thrombosis without mention of cerebral infarction	1	0.00117	0.00255	0.00186	0	71444005	Cerebral arterial thrombosis (disorder)	1	0.0304	1
590.00	Chronic pyelonephritis without lesion of renal medullary necrosis	1	0.00273	0.00098	0.001855	0	197760006	Chronic pyelonephritis without medullary necrosis (disorder)	1	NULL	0
295.14	Disorganized type schizophrenia, chronic with acute exacerbation	1	0.00329	0.00042	0.001855	0	35218008	Chronic disorganized schizophrenia with acute exacerbation (disorder)	1	NULL	0
296.55	Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission	1	0.00082	0.00288	0.00185	0	53607008	Depressed bipolar I disorder in remission (disorder)	1	NULL	0
394.1	Rheumatic mitral insufficiency	1	0.00229	0.00141	0.00185	0	31085000	Rheumatic mitral regurgitation (disorder)	1	0.0042	1
336.0	Syringomyelia and syringobulbia	1	0.00234	0.00136	0.00185	0	192894009	Syringomyelia and syringobulbia (disorder)	1	NULL	0
371.20	Corneal edema, unspecified	1	9E-05	0.00361	0.00185	0	27194006	Corneal edema (disorder)	1	0.0014	1
596.3	Diverticulum of bladder	1	0.00234	0.00136	0.00185	0	197866008	Diverticulum of bladder (disorder)	1	0.0016	1
447.0	Arteriovenous fistula, acquired	1	0.00208	0.0016	0.00184	0	186971000119106	Acquired arteriovenous fistula aneurysm (disorder)	1	NULL	0
148.1	Malignant neoplasm of pyriform sinus	1	0.00147	0.00221	0.00184	0	363401000	Malignant tumor of pyriform fossa (disorder)	1	NULL	0
V04.5	Need for prophylactic vaccination and inoculation against rabies	1	NULL	0.00368	0.00184	0	170543008	Requires rabies vaccination course (finding)	1	NULL	0
V49.75	Below knee amputation status	1	NULL	0.00368	0.00184	0	299652006	Amputated below knee (finding)	1	NULL	0
151.5	Malignant neoplasm of lesser curvature of stomach, unspecified	1	0.00316	0.00051	0.001835	0	269459004	Malignant tumor of lesser curve of stomach (disorder)	1	0.0015	1
286.6	Defibrination syndrome	1	0.00186	0.00181	0.001835	0	67406007	Disseminated intravascular coagulation (disorder)	1	0.0017	1
318.0	Moderate intellectual disabilities	1	0.00013	0.00354	0.001835	0	61152003	Moderate intellectual disability (disorder)	1	0.0022	1
273.9	Unspecified disorder of plasma protein metabolism	1	0.00013	0.00354	0.001835	0	147211000119101	Disorder of plasma protein metabolism (disorder)	1	NULL	0
446.0	Polyarteritis nodosa	1	0.00238	0.00129	0.001835	0	155441006	Polyarteritis nodosa (disorder)	1	0.0004	1
729.6	Residual foreign body in soft tissue	1	0.00078	0.00288	0.00183	0	6058003	Residual foreign body in soft tissue (disorder)	1	0.0009	1
365.63	Glaucoma associated with vascular disorders	1	0.00017	0.00349	0.00183	0	19309007	Glaucoma associated with vascular disorder (disorder)	1	0.0017	1
934.1	Foreign body in main bronchus	1	0.00311	0.00054	0.001825	0	11356007	Foreign body in main bronchus (disorder)	1	NULL	0
930.0	Corneal foreign body	1	NULL	0.00364	0.00182	0	37450000	Corneal foreign body (disorder)	1	0.0023	1
556.3	Ulcerative (chronic) proctosigmoiditis	1	0.00307	0.00056	0.001815	0	52506002	Chronic ulcerative rectosigmoiditis (disorder)	1	0.0003	1
756.11	Spondylolysis, lumbosacral region	1	0.00112	0.00251	0.001815	0	80712009	Congenital spondylolysis of lumbosacral region (disorder)	1	0.0013	1
495.9	Unspecified allergic alveolitis and pneumonitis	1	0.00268	0.00094	0.00181	0	37471005	Extrinsic allergic alveolitis (disorder)	1	0.0004	1
917.2	Blister of foot and toe(s), without mention of infection	1	0.00022	0.0034	0.00181	0	54614003	Blister of toe without infection (disorder)	1	NULL	0
309.24	Adjustment disorder with anxiety	1	0.0013	0.00232	0.00181	0	47372000	Adjustment disorder with anxious mood (disorder)	1	0.0062	1
711.02	Pyogenic arthritis, upper arm	1	0.00333	0.00028	0.001805	0	239779001	Elbow pyogenic arthritis (disorder)	1	NULL	0
813.83	Closed fracture of unspecified part of radius with ulna	1	0.00156	0.00204	0.0018	0	53627009	Closed fracture of radius AND ulna (disorder)	1	0.0034	1
314.01	Attention deficit disorder with hyperactivity	1	9E-05	0.0035	0.001795	0	406506008	Attention deficit hyperactivity disorder (disorder)	1	0.0605	1
302.72	Psychosexual dysfunction with inhibited sexual excitement	1	NULL	0.00359	0.001795	0	153151000119100	Psychosexual dysfunction associated with inhibited sexual excitement (finding)	1	NULL	0
333.85	Subacute dyskinesia due to drugs	1	0.00281	0.00078	0.001795	0	230317000	Drug-induced tardive dystonia (disorder)	1	NULL	0
527.5	Sialolithiasis	1	0.00134	0.00223	0.001785	0	28826002	Sialolithiasis (disorder)	1	NULL	0
295.40	Schizophreniform disorder, unspecified	1	0.0016	0.00195	0.001775	0	268617001	Acute schizophrenic episode (disorder)	1	NULL	0
194.0	Malignant neoplasm of adrenal gland	1	0.00169	0.00185	0.00177	0	363355002	Malignant tumor of adrenal gland (disorder)	1	NULL	0
367.4	Presbyopia	1	NULL	0.00354	0.00177	0	41256004	Presbyopia (disorder)	1	0.102	1
V10.21	Personal history of malignant neoplasm of larynx	1	NULL	0.00354	0.00177	0	473064002	History of malignant neoplasm of larynx (situation)	1	NULL	0
996.51	Mechanical complication due to corneal graft	1	0.00017	0.00336	0.001765	0	29859007	Mechanical complication due to corneal graft (disorder)	1	NULL	0
807.07	Closed fracture of seven ribs	1	0.00329	0.00024	0.001765	0	20121009	Closed fracture of seven ribs (disorder)	1	NULL	0
473.3	Chronic sphenoidal sinusitis	1	0.00108	0.00244	0.00176	0	38961000	Chronic sphenoidal sinusitis (disorder)	1	NULL	0
240.0	Goiter, specified as simple	1	NULL	0.00352	0.00176	0	267369002	Simple goiter (disorder)	1	0.0013	1
286.4	Von Willebrand's disease	1	0.00087	0.00265	0.00176	0	128105004	von Willebrand disorder (disorder)	1	0.0024	1
148.9	Malignant neoplasm of hypopharynx, unspecified site	1	0.00156	0.00195	0.001755	0	363399006	Malignant tumor of hypopharynx (disorder)	1	0.0006	1
787.7	Abnormal feces	1	4E-05	0.00347	0.001755	0	271840007	Abnormal feces (finding)	1	NULL	0
780.94	Early satiety	1	4E-05	0.00347	0.001755	0	442076002	Early satiety (finding)	1	0.0015	1
362.01	Background diabetic retinopathy	1	NULL	0.0035	0.00175	0	390834004	Nonproliferative retinopathy due to diabetes mellitus (disorder)	1	0.0566	1
361.81	Traction detachment of retina	1	9E-05	0.0034	0.001745	0	34711008	Traction detachment of retina (disorder)	1	0.0012	1
333.92	Neuroleptic malignant syndrome	1	0.00346	3E-05	0.001745	0	15244003	Neuroleptic malignant syndrome (disorder)	1	NULL	0
269.9	Unspecified nutritional deficiency	1	0.00026	0.00323	0.001745	0	70241007	Nutritional deficiency disorder (disorder)	1	0.0082	1
152.2	Malignant neoplasm of ileum	1	0.00234	0.00115	0.001745	0	363405009	Malignant tumor of ileum (disorder)	1	NULL	0
527.7	Disturbance of salivary secretion	1	0.0003	0.00319	0.001745	0	78948009	Disturbance of salivary secretion (disorder)	1	NULL	0
114.0	Primary coccidioidomycosis (pulmonary)	1	0.00264	0.00084	0.00174	0	88036000	Primary pulmonary coccidioidomycosis (disorder)	1	NULL	0
411.0	Postmyocardial infarction syndrome	1	0.00277	0.0007	0.001735	0	66189004	Postmyocardial infarction syndrome (disorder)	1	NULL	0
239.9	Neoplasm of unspecified nature, site unspecified	1	0.00017	0.00329	0.00173	0	55342001	Neoplastic disease (disorder)	1	0.0064	1
826.1	Open fracture of one or more phalanges of foot	1	0.00229	0.00117	0.00173	0	74395007	Open fracture of phalanx of foot (disorder)	1	0.0007	1
965.01	Poisoning by heroin	1	0.00281	0.00065	0.00173	0	13187008	Poisoning caused by heroin (disorder)	1	NULL	0
622.7	Mucous polyp of cervix	1	0.00048	0.00298	0.00173	0	55310007	Mucous polyp of cervix (disorder)	1	NULL	0
371.23	Bullous keratopathy	1	9E-05	0.00336	0.001725	0	57207003	Bullous keratopathy (disorder)	1	0.0016	1
371.00	Corneal opacity, unspecified	1	9E-05	0.00336	0.001725	0	64634000	Corneal opacity (disorder)	1	0.0027	1
357.9	Unspecified inflammatory and toxic neuropathy	1	9E-05	0.00335	0.00172	0	267601009	Inflammatory and toxic neuropathy (disorder)	1	NULL	0
385.30	Cholesteatoma, unspecified	1	0.00035	0.00309	0.00172	0	363668000	Cholesteatoma (disorder)	1	0.0033	1
622.11	Mild dysplasia of cervix	1	0.00074	0.0027	0.00172	0	285836003	Cervical intraepithelial neoplasia grade 1 (disorder)	1	0.005	1
532.41	Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction	1	0.00342	2E-05	0.00172	0	34021006	Chronic duodenal ulcer with hemorrhage AND obstruction (disorder)	1	NULL	0
998.82	Cataract fragments in eye following cataract surgery	1	0.00017	0.00326	0.001715	0	698818007	Cataract fragments in the eye post cataract surgery (disorder)	1	NULL	0
357.2	Polyneuropathy in diabetes	1	4E-05	0.00338	0.00171	0	49455004	Polyneuropathy due to diabetes mellitus (disorder)	1	0.0106	1
473.1	Chronic frontal sinusitis	1	0.00074	0.00268	0.00171	0	60130002	Chronic frontal sinusitis (disorder)	1	NULL	0
707.02	Pressure ulcer, upper back	1	0.00117	0.00225	0.00171	0	699218005	Pressure ulcer of upper back (disorder)	1	NULL	0
805.08	Closed fracture of multiple cervical vertebrae	1	0.00286	0.00054	0.0017	0	13498003	Closed fracture of multiple cervical vertebrae without spinal cord injury (disorder)	1	NULL	0
157.3	Malignant neoplasm of pancreatic duct	1	0.00221	0.00119	0.0017	0	187793004	Malignant tumor of pancreatic duct (disorder)	1	0.0003	1
478.6	Edema of larynx	1	0.00234	0.00105	0.001695	0	51599000	Edema of larynx (disorder)	1	NULL	0
622.12	Moderate dysplasia of cervix	1	0.0013	0.00209	0.001695	0	285838002	Cervical intraepithelial neoplasia grade 2 (disorder)	1	0.0043	1
567.82	Sclerosing mesenteritis	1	0.00281	0.00058	0.001695	0	86422009	Retractile mesenteritis (disorder)	1	NULL	0
531.10	Acute gastric ulcer with perforation, without mention of obstruction	1	0.00333	5E-05	0.00169	0	90628007	Acute gastric ulcer with perforation but without obstruction (disorder)	1	NULL	0
697.0	Lichen planus	1	NULL	0.00338	0.00169	0	4776004	Lichen planus (disorder)	1	0.0055	1
V10.43	Personal history of malignant neoplasm of ovary	1	NULL	0.00338	0.00169	0	429090009	History of malignant neoplasm of ovary (situation)	1	0.0025	1
209.21	Malignant carcinoid tumor of the bronchus and lung	1	0.00216	0.00122	0.00169	0	253003009	Carcinoid bronchial adenoma (disorder)	1	NULL	0
375.56	Stenosis of nasolacrimal duct, acquired	1	0.00013	0.00324	0.001685	0	193995004	Acquired nasolacrimal duct stenosis (disorder)	1	0.0032	1
914.0	Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection	1	9E-05	0.00328	0.001685	0	40762003	Abrasion and/or friction burn of hand without infection (disorder)	1	NULL	0
